,Animal Number,gestation,weeks,visit_results_new,failed_count,parity
32895,21330,1,19,Connection time,1.0,Primiparous
32897,21330,1,20,Connection attempt,1.0,Primiparous
32900,21330,1,22,Connection time,1.0,Primiparous
32902,21330,1,23,Connection attempt,1.0,Primiparous
32905,21330,1,25,Connection attempt,1.0,Primiparous
32909,21330,1,28,Connection attempt,3.0,Primiparous
32913,21330,1,31,Connection attempt,1.0,Primiparous
32924,21330,2,9,Connection attempt,1.0,Multiparous
32930,21330,2,14,Connection time,1.0,Multiparous
32932,21330,2,15,Connection attempt,1.0,Multiparous
32933,21330,2,15,Dead milk time,1.0,Multiparous
32937,21330,2,18,Connection attempt,1.0,Multiparous
32939,21330,2,19,Connection attempt,1.0,Multiparous
32979,21337,2,5,Connection attempt,1.0,Multiparous
32986,21337,2,11,Dead milk time,1.0,Multiparous
32990,21337,2,14,Dead milk time,1.0,Multiparous
33000,21337,2,23,Connection attempt,1.0,Multiparous
33005,21337,2,27,Dead milk time,1.0,Multiparous
33038,21341,1,28,Connection attempt,1.0,Primiparous
33077,21345,1,4,Connection time,1.0,Primiparous
33080,21345,1,6,Connection attempt,1.0,Primiparous
33085,21345,1,10,Dead milk time,1.0,Primiparous
33090,21345,1,14,Connection time,1.0,Primiparous
33092,21345,1,15,Connection attempt,1.0,Primiparous
33131,21363,2,9,Automatic robot stop,1.0,Multiparous
33157,21364,2,6,Dead milk time,1.0,Multiparous
33171,21364,2,19,Dead milk time,2.0,Multiparous
33181,21364,2,28,Dead milk time,1.0,Multiparous
33209,21367,2,23,Connection attempt,1.0,Multiparous
33221,21370,2,5,Connection time,1.0,Multiparous
33230,21370,2,13,Connection attempt,2.0,Multiparous
33238,21370,2,20,Connection time,1.0,Multiparous
33275,21374,2,7,Connection attempt,1.0,Multiparous
33279,21374,2,10,Connection attempt,1.0,Multiparous
33312,21376,1,9,Dead milk time,1.0,Primiparous
33357,21394,2,3,Automatic robot stop,1.0,Multiparous
33362,21394,2,7,Dead milk time,1.0,Multiparous
33390,21394,2,34,Dead milk time,1.0,Multiparous
33404,21409,2,14,Dead milk time,1.0,Multiparous
33406,21409,2,15,Connection time,2.0,Multiparous
33408,21409,2,16,Dead milk time,1.0,Multiparous
33412,21409,2,19,Connection time,1.0,Multiparous
33415,21409,2,21,Connection attempt,1.0,Multiparous
33421,21409,2,26,Connection time,1.0,Multiparous
33423,21409,2,27,Connection time,1.0,Multiparous
33425,21409,2,28,Dead milk time,1.0,Multiparous
33427,21409,2,29,Dead milk time,1.0,Multiparous
33429,21409,2,30,Dead milk time,1.0,Multiparous
33431,21409,2,31,Dead milk time,1.0,Multiparous
33433,21409,2,32,Dead milk time,1.0,Multiparous
33468,21424,1,6,Connection attempt,1.0,Primiparous
33469,21424,1,6,Connection time,3.0,Primiparous
33471,21424,1,7,Connection time,9.0,Primiparous
33499,21426,2,3,Dead milk time,1.0,Multiparous
33517,21426,2,20,Dead milk time,1.0,Multiparous
33530,21444,1,3,Connection attempt,2.0,Primiparous
33532,21444,1,4,Connection time,1.0,Primiparous
33536,21444,1,7,Connection attempt,1.0,Primiparous
33542,21444,1,12,Dead milk time,2.0,Primiparous
33550,21444,1,19,Connection attempt,1.0,Primiparous
33565,21444,2,8,Connection attempt,1.0,Multiparous
33597,21461,2,15,Connection attempt,1.0,Multiparous
33613,21490,1,3,Automatic robot stop,1.0,Primiparous
33631,21490,1,20,Dead milk time,1.0,Primiparous
33633,21490,1,21,Dead milk time,1.0,Primiparous
33637,21490,1,25,Dead milk time,2.0,Primiparous
33653,21496,2,6,Connection attempt,1.0,Multiparous
33655,21496,2,7,Connection attempt,1.0,Multiparous
33686,21498,2,9,Connection attempt,1.0,Multiparous
33712,21504,2,3,Connection time,1.0,Multiparous
33762,21552,1,9,Stopped by user,1.0,Primiparous
33768,21552,1,14,Dead milk time,1.0,Primiparous
33832,21581,2,23,Automatic robot stop,1.0,Multiparous
33852,21593,1,2,Connection attempt,1.0,Primiparous
33883,21593,2,8,Dead milk time,1.0,Multiparous
33919,21613,1,4,Connection attempt,1.0,Primiparous
33925,21613,1,9,Connection attempt,3.0,Primiparous
33926,21613,1,9,Connection time,2.0,Primiparous
33928,21613,1,10,Connection attempt,1.0,Primiparous
33929,21613,1,10,Connection time,1.0,Primiparous
33931,21613,1,11,Connection attempt,1.0,Primiparous
33932,21613,1,11,Connection time,1.0,Primiparous
33934,21613,1,12,Connection attempt,1.0,Primiparous
33935,21613,1,12,Connection time,1.0,Primiparous
33937,21613,1,13,Connection time,1.0,Primiparous
33942,21613,1,17,Dead milk time,2.0,Primiparous
33984,21638,1,4,Dead milk time,1.0,Primiparous
34044,21646,1,7,Connection time,1.0,Primiparous
34046,21646,1,8,Connection time,1.0,Primiparous
34049,21646,1,10,Connection time,2.0,Primiparous
34051,21646,1,11,Connection time,2.0,Primiparous
34054,21646,1,13,Dead milk time,1.0,Primiparous
34089,21666,2,9,Automatic robot stop,1.0,Multiparous
34117,21677,1,15,Connection time,1.0,Primiparous
34123,21677,1,20,Connection time,1.0,Primiparous
34169,21680,1,21,Connection attempt,1.0,Primiparous
34184,21684,1,5,Connection attempt,1.0,Primiparous
34196,21684,1,16,Dead milk time,1.0,Primiparous
34199,21684,1,18,Dead milk time,1.0,Primiparous
34204,21694,2,3,Connection time,1.0,Multiparous
34209,21694,2,7,Connection attempt,1.0,Multiparous
34229,21700,1,15,Dead milk time,1.0,Primiparous
34262,21700,1,47,Connection time,1.0,Primiparous
34265,21700,1,49,Dead milk time,1.0,Primiparous
34286,21701,2,5,Dead milk time,1.0,Multiparous
34288,21703,1,2,Stopped by user,1.0,Primiparous
34294,21703,1,7,Connection attempt,1.0,Primiparous
34296,21703,1,8,Connection attempt,1.0,Primiparous
34297,21703,1,8,Dead milk time,2.0,Primiparous
34301,21703,1,11,Connection attempt,1.0,Primiparous
34303,21703,1,12,Connection attempt,1.0,Primiparous
34309,21703,1,17,Connection attempt,1.0,Primiparous
34314,21703,2,2,Connection attempt,1.0,Multiparous
34316,21703,2,3,Connection attempt,1.0,Multiparous
34318,21703,2,4,Connection attempt,1.0,Multiparous
34320,21703,2,5,Connection attempt,1.0,Multiparous
34336,21716,1,10,Dead milk time,1.0,Primiparous
34354,21718,1,8,Stopped by user,1.0,Primiparous
34372,21721,1,9,Dead milk time,1.0,Primiparous
34389,21726,1,4,Connection time,1.0,Primiparous
34395,21726,1,9,Connection time,1.0,Primiparous
34398,21726,1,11,Connection attempt,1.0,Primiparous
34403,21726,1,15,Connection attempt,1.0,Primiparous
34409,21726,2,3,Connection attempt,1.0,Multiparous
34412,21726,2,5,Connection attempt,1.0,Multiparous
34413,21726,2,5,Connection time,7.0,Multiparous
34415,21726,2,6,Connection attempt,3.0,Multiparous
34416,21726,2,6,Connection time,5.0,Multiparous
34418,21726,2,7,Connection attempt,3.0,Multiparous
34419,21726,2,7,Connection time,3.0,Multiparous
34421,21726,2,8,Connection time,4.0,Multiparous
34423,21726,2,9,Connection attempt,1.0,Multiparous
34424,21726,2,9,Connection time,6.0,Multiparous
34426,21726,2,10,Connection attempt,1.0,Multiparous
34427,21726,2,10,Connection time,1.0,Multiparous
34429,21726,2,11,Connection attempt,2.0,Multiparous
34431,21726,2,12,Connection attempt,3.0,Multiparous
34432,21726,2,12,Connection time,1.0,Multiparous
34434,21726,2,13,Connection attempt,2.0,Multiparous
34447,21738,1,4,Connection attempt,6.0,Primiparous
34449,21738,1,5,Connection attempt,2.0,Primiparous
34451,21738,1,6,Connection attempt,1.0,Primiparous
34455,21738,1,9,Connection attempt,2.0,Primiparous
34457,21738,1,10,Connection attempt,1.0,Primiparous
34459,21738,1,11,Connection attempt,2.0,Primiparous
34462,21738,2,3,Connection attempt,1.0,Multiparous
34475,21739,1,14,Dead milk time,1.0,Primiparous
34483,21741,1,3,Connection attempt,1.0,Primiparous
34523,21754,1,4,Connection time,1.0,Primiparous
34537,21754,1,17,Connection attempt,1.0,Primiparous
34539,21754,1,18,Connection attempt,2.0,Primiparous
34542,21754,2,3,Dead milk time,1.0,Multiparous
34549,21754,2,9,Connection attempt,1.0,Multiparous
34550,21754,2,9,Dead milk time,1.0,Multiparous
34566,21755,2,5,Connection attempt,1.0,Multiparous
34603,21765,1,15,Automatic robot stop,1.0,Primiparous
34608,21765,1,19,Connection attempt,1.0,Primiparous
34614,21768,1,7,Connection attempt,1.0,Primiparous
34615,21768,1,7,Connection time,1.0,Primiparous
34618,21768,1,9,Connection attempt,1.0,Primiparous
34621,21768,1,11,Connection attempt,1.0,Primiparous
34623,21768,1,12,Connection time,1.0,Primiparous
34629,21768,1,17,Connection time,1.0,Primiparous
34632,21768,1,19,Connection attempt,1.0,Primiparous
34646,21768,2,13,Connection attempt,1.0,Multiparous
34655,21788,1,5,Connection time,1.0,Primiparous
34656,21788,1,5,Dead milk time,1.0,Primiparous
34657,21788,1,5,Stopped by user,1.0,Primiparous
34688,21797,1,8,Connection attempt,1.0,Primiparous
34703,21812,1,12,Automatic robot stop,1.0,Primiparous
34705,21812,1,13,Dead milk time,1.0,Primiparous
34713,21812,2,3,Automatic robot stop,1.0,Multiparous
34723,21829,1,9,Connection attempt,1.0,Primiparous
34736,21877,1,7,Connection time,3.0,Primiparous
34738,21877,1,8,Connection time,1.0,Primiparous
34741,21877,1,10,Connection time,3.0,Primiparous
34743,21877,1,11,Connection attempt,1.0,Primiparous
34745,21877,1,12,Connection time,1.0,Primiparous
34755,21886,1,9,Connection attempt,1.0,Primiparous
34759,21886,1,12,Connection attempt,1.0,Primiparous
34760,21886,1,12,Connection time,1.0,Primiparous
34761,21886,1,12,Dead milk time,1.0,Primiparous
34782,21891,1,2,Connection time,3.0,Primiparous
34784,21891,1,3,Connection time,2.0,Primiparous
34786,21891,1,4,Connection time,1.0,Primiparous
34815,21907,1,5,Connection attempt,1.0,Primiparous
34817,21907,1,6,Connection attempt,3.0,Primiparous
34819,21907,1,7,Connection attempt,2.0,Primiparous
34821,21907,1,8,Connection attempt,2.0,Primiparous
34827,21907,1,13,Connection attempt,2.0,Primiparous
34828,21907,1,13,Connection time,1.0,Primiparous
34899,21950,1,9,Connection time,1.0,Primiparous
34928,21956,2,9,Dead milk time,1.0,Multiparous
34948,21981,1,5,Connection attempt,1.0,Primiparous
34949,21981,1,5,Connection time,1.0,Primiparous
34951,21981,1,6,Other,1.0,Primiparous
34986,22023,2,3,Connection time,1.0,Multiparous
35002,22031,1,2,Connection attempt,1.0,Primiparous
35005,22031,1,4,Stopped by user,1.0,Primiparous
35007,22031,1,5,Connection attempt,1.0,Primiparous
35009,22031,1,6,Connection attempt,4.0,Primiparous
35011,22031,1,7,Connection attempt,1.0,Primiparous
35017,22036,1,4,Connection attempt,1.0,Primiparous
35038,22048,1,2,Connection attempt,1.0,Primiparous
35057,22048,1,20,Connection attempt,1.0,Primiparous
35092,22053,1,5,Connection attempt,1.0,Primiparous
35094,22053,1,6,Connection time,2.0,Primiparous
35096,22053,1,7,Connection time,5.0,Primiparous
35098,22053,1,8,Connection attempt,2.0,Primiparous
35099,22053,1,8,Connection time,6.0,Primiparous
35101,22053,1,9,Connection attempt,1.0,Primiparous
35121,22053,1,28,Dead milk time,1.0,Primiparous
35139,22053,2,2,Connection time,1.0,Multiparous
35140,22053,2,2,Dead milk time,1.0,Multiparous
35142,22053,2,3,Dead milk time,3.0,Multiparous
35144,22053,2,4,Dead milk time,1.0,Multiparous
35169,22071,1,3,Connection attempt,1.0,Primiparous
35183,22101,1,8,Connection attempt,2.0,Primiparous
35220,22105,1,34,Connection time,1.0,Primiparous
35234,22105,2,2,Connection time,3.0,Multiparous
35251,22118,2,7,Connection attempt,1.0,Multiparous
35286,22157,1,7,Automatic robot stop,1.0,Primiparous
35298,22187,1,2,Connection attempt,1.0,Primiparous
35333,22198,1,17,Dead milk time,1.0,Primiparous
35335,22198,1,18,Dead milk time,2.0,Primiparous
35348,22230,2,3,Connection attempt,1.0,Multiparous
35365,22311,1,2,Connection time,2.0,Primiparous
35367,22311,1,3,Connection time,2.0,Primiparous
35393,22378,1,1,Connection time,1.0,Primiparous
35397,22378,2,3,Dead milk time,1.0,Multiparous
35401,22389,1,2,Connection attempt,1.0,Primiparous
35406,22406,2,2,Connection time,1.0,Multiparous
35410,22471,1,3,Connection attempt,2.0,Primiparous
35412,22487,2,2,Connection attempt,2.0,Multiparous
35413,22487,2,2,Dead milk time,1.0,Multiparous
35417,22555,1,2,Connection attempt,2.0,Primiparous
35421,22555,1,5,Connection attempt,5.0,Primiparous
35422,22555,1,5,Dead milk time,1.0,Primiparous
35424,22555,1,6,Connection attempt,2.0,Primiparous
35426,22555,1,7,Connection attempt,1.0,Primiparous
35428,22555,1,8,Connection attempt,1.0,Primiparous
35431,22555,1,10,Connection attempt,2.0,Primiparous
35432,22555,1,10,Dead milk time,1.0,Primiparous
35453,22555,1,30,Connection attempt,1.0,Primiparous
35454,22555,1,30,Dead milk time,1.0,Primiparous
35464,22618,1,2,Dead milk time,1.0,Primiparous
35472,22618,1,9,Connection attempt,1.0,Primiparous
35476,22618,1,12,Connection attempt,1.0,Primiparous
35488,22917,1,21,Connection time,1.0,Primiparous
35492,22917,1,24,Connection time,1.0,Primiparous
35497,22917,1,28,Dead milk time,1.0,Primiparous
