,Animal Number,gestation,weeks,Device Name,visit_results_new,failed_count,parity
27052,18519,1,39,Astronaut 115,Automatic robot stop,1.0,Primiparous
27182,18519,3,16,Astronaut 103,Automatic robot stop,1.0,Multiparous
27238,18523,1,4,Astronaut 111,Stopped by user,1.0,Primiparous
27244,18523,1,6,Astronaut 111,Stopped by user,1.0,Primiparous
27299,18523,2,23,Astronaut 106,Dead milk time,1.0,Multiparous
27303,18523,2,25,Astronaut 106,Dead milk time,1.0,Multiparous
27313,18523,2,28,Astronaut 106,Dead milk time,1.0,Multiparous
27317,18523,2,29,Astronaut 106,Dead milk time,1.0,Multiparous
27324,18523,2,31,Astronaut 106,Connection attempt,1.0,Multiparous
27345,18523,2,38,Astronaut 106,Dead milk time,1.0,Multiparous
27349,18523,2,39,Astronaut 106,Dead milk time,1.0,Multiparous
27356,18523,2,41,Astronaut 106,Dead milk time,1.0,Multiparous
27358,18523,2,42,Astronaut 104,Connection time,1.0,Multiparous
27359,18523,2,42,Astronaut 104,Dead milk time,1.0,Multiparous
27392,18523,3,10,Astronaut 106,Dead milk time,1.0,Multiparous
27427,18523,3,22,Astronaut 106,Dead milk time,1.0,Multiparous
27439,18523,3,26,Astronaut 106,Dead milk time,2.0,Multiparous
27450,18523,3,31,Astronaut 105,Connection attempt,1.0,Multiparous
27462,18523,3,35,Astronaut 105,Dead milk time,1.0,Multiparous
27470,18526,3,2,Astronaut 118,Dead milk time,1.0,Multiparous
27572,18530,1,38,Astronaut 111,Connection attempt,1.0,Primiparous
27723,18530,3,5,Astronaut 109,Connection attempt,1.0,Multiparous
27736,18530,3,9,Astronaut 109,Connection attempt,1.0,Multiparous
27746,18530,3,12,Astronaut 109,Dead milk time,1.0,Multiparous
27772,18536,1,13,Astronaut 112,Connection time,1.0,Primiparous
27847,18536,1,52,Astronaut 112,Connection time,1.0,Primiparous
27854,18536,2,3,Astronaut 109,Connection attempt,1.0,Multiparous
27857,18536,2,4,Astronaut 108,Connection attempt,1.0,Multiparous
27858,18536,2,4,Astronaut 108,Connection time,2.0,Multiparous
27860,18536,2,4,Astronaut 109,Connection attempt,2.0,Multiparous
27861,18536,2,4,Astronaut 109,Connection time,3.0,Multiparous
27866,18536,2,7,Astronaut 107,Connection attempt,1.0,Multiparous
27874,18536,2,11,Astronaut 107,Connection attempt,1.0,Multiparous
27879,18536,2,15,Astronaut 107,Dead milk time,1.0,Multiparous
27889,18536,2,20,Astronaut 107,Connection attempt,1.0,Multiparous
27890,18536,2,20,Astronaut 107,Connection time,1.0,Multiparous
27953,18547,1,7,Astronaut 111,Stopped by user,1.0,Primiparous
27963,18547,1,11,Astronaut 111,Connection attempt,1.0,Primiparous
28144,18547,2,44,Astronaut 107,Dead milk time,1.0,Multiparous
28192,18547,3,12,Astronaut 102,Stopped by user,1.0,Multiparous
28310,18554,1,37,Astronaut 111,Dead milk time,1.0,Primiparous
28355,18554,2,9,Astronaut 118,Dead milk time,2.0,Multiparous
28375,18554,2,16,Astronaut 117,Dead milk time,1.0,Multiparous
28493,18554,3,17,Astronaut 109,Automatic robot stop,1.0,Multiparous
28630,18562,1,13,Astronaut 111,Automatic robot stop,1.0,Primiparous
28639,18562,1,17,Astronaut 110,Connection time,1.0,Primiparous
28643,18562,1,18,Astronaut 110,Automatic robot stop,1.0,Primiparous
28652,18562,1,21,Astronaut 111,Connection attempt,1.0,Primiparous
28710,18562,2,4,Astronaut 105,Automatic robot stop,1.0,Multiparous
28732,18562,2,11,Astronaut 105,Automatic robot stop,1.0,Multiparous
28788,18562,2,30,Astronaut 104,Dead milk time,1.0,Multiparous
28819,18562,2,40,Astronaut 105,Dead milk time,1.0,Multiparous
28855,18562,3,9,Astronaut 116,Automatic robot stop,1.0,Multiparous
28856,18562,3,9,Astronaut 116,Dead milk time,1.0,Multiparous
28858,18562,3,9,Astronaut 117,Dead milk time,1.0,Multiparous
28871,18562,3,13,Astronaut 117,Automatic robot stop,1.0,Multiparous
28887,18562,3,18,Astronaut 117,Connection attempt,1.0,Multiparous
28889,18562,3,18,Astronaut 118,Dead milk time,1.0,Multiparous
28897,18562,3,21,Astronaut 116,Automatic robot stop,1.0,Multiparous
28946,18562,3,37,Astronaut 117,Automatic robot stop,1.0,Multiparous
28952,18562,3,39,Astronaut 117,Automatic robot stop,1.0,Multiparous
28964,18562,3,44,Astronaut 117,Automatic robot stop,1.0,Multiparous
29001,18566,3,4,Astronaut 112,Connection attempt,1.0,Multiparous
29023,18570,3,4,Astronaut 109,Connection attempt,2.0,Multiparous
29026,18570,3,5,Astronaut 108,Other,1.0,Multiparous
29028,18570,3,5,Astronaut 109,Connection attempt,2.0,Multiparous
29029,18570,3,5,Astronaut 109,Connection time,2.0,Multiparous
29032,18570,3,6,Astronaut 108,Automatic robot stop,1.0,Multiparous
29033,18570,3,6,Astronaut 108,Connection time,1.0,Multiparous
29035,18570,3,6,Astronaut 109,Connection attempt,1.0,Multiparous
29036,18570,3,6,Astronaut 109,Connection time,2.0,Multiparous
29046,18570,3,10,Astronaut 108,Connection time,2.0,Multiparous
29048,18570,3,10,Astronaut 109,Connection attempt,2.0,Multiparous
29052,18570,3,12,Astronaut 107,Connection attempt,1.0,Multiparous
29054,18570,3,12,Astronaut 108,Connection time,1.0,Multiparous
29056,18570,3,12,Astronaut 109,Connection time,1.0,Multiparous
29059,18570,3,13,Astronaut 108,Connection time,1.0,Multiparous
29061,18570,3,13,Astronaut 109,Connection time,1.0,Multiparous
29063,18570,3,14,Astronaut 107,Connection time,3.0,Multiparous
29065,18570,3,14,Astronaut 108,Connection time,1.0,Multiparous
29067,18570,3,14,Astronaut 109,Connection attempt,1.0,Multiparous
29072,18570,3,16,Astronaut 109,Connection time,1.0,Multiparous
29075,18570,3,17,Astronaut 109,Connection time,1.0,Multiparous
29077,18570,3,18,Astronaut 107,Connection time,1.0,Multiparous
29078,18570,3,18,Astronaut 108,Connection attempt,1.0,Multiparous
29081,18570,3,19,Astronaut 107,Connection attempt,1.0,Multiparous
29083,18570,3,19,Astronaut 108,Connection attempt,2.0,Multiparous
29085,18570,3,19,Astronaut 109,Connection time,1.0,Multiparous
29089,18570,3,20,Astronaut 109,Connection attempt,1.0,Multiparous
29090,18570,3,20,Astronaut 109,Connection time,1.0,Multiparous
29093,18570,3,21,Astronaut 109,Connection time,1.0,Multiparous
29095,18570,3,22,Astronaut 107,Connection attempt,1.0,Multiparous
29098,18570,3,22,Astronaut 109,Connection attempt,1.0,Multiparous
29100,18570,3,23,Astronaut 107,Connection attempt,9.0,Multiparous
29101,18570,3,23,Astronaut 107,Connection time,4.0,Multiparous
29108,18570,3,25,Astronaut 107,Connection time,3.0,Multiparous
29110,18570,3,25,Astronaut 108,Connection time,4.0,Multiparous
29111,18570,3,25,Astronaut 109,Connection attempt,1.0,Multiparous
29112,18570,3,25,Astronaut 109,Connection time,2.0,Multiparous
29165,18578,1,21,Astronaut 103,Connection attempt,1.0,Primiparous
29195,18578,1,31,Astronaut 103,Connection attempt,1.0,Primiparous
29200,18578,1,33,Astronaut 103,Connection attempt,1.0,Primiparous
29206,18578,1,35,Astronaut 103,Connection attempt,3.0,Primiparous
29230,18578,3,2,Astronaut 114,Connection time,2.0,Multiparous
29270,18578,3,15,Astronaut 114,Dead milk time,1.0,Multiparous
29285,18578,3,20,Astronaut 113,Connection attempt,2.0,Multiparous
29349,18578,3,41,Astronaut 113,Dead milk time,1.0,Multiparous
29354,18578,3,42,Astronaut 114,Dead milk time,1.0,Multiparous
29356,18578,3,42,Astronaut 115,Dead milk time,1.0,Multiparous
29361,18578,3,44,Astronaut 114,Dead milk time,1.0,Multiparous
29365,18578,3,45,Astronaut 114,Dead milk time,1.0,Multiparous
29367,18578,3,45,Astronaut 115,Dead milk time,1.0,Multiparous
29370,18578,3,46,Astronaut 114,Dead milk time,1.0,Multiparous
29372,18578,3,46,Astronaut 115,Dead milk time,1.0,Multiparous
29377,18584,1,4,Astronaut 110,Connection time,1.0,Primiparous
29381,18584,1,5,Astronaut 110,Connection time,3.0,Primiparous
29383,18584,1,5,Astronaut 111,Connection time,1.0,Primiparous
29385,18584,1,5,Astronaut 112,Connection time,1.0,Primiparous
29387,18584,1,6,Astronaut 110,Connection time,1.0,Primiparous
29389,18584,1,6,Astronaut 111,Connection time,3.0,Primiparous
29394,18584,1,8,Astronaut 110,Connection time,1.0,Primiparous
29396,18584,1,8,Astronaut 111,Connection time,2.0,Primiparous
29399,18584,1,9,Astronaut 110,Connection time,4.0,Primiparous
29401,18584,1,9,Astronaut 111,Connection time,3.0,Primiparous
29402,18584,1,9,Astronaut 112,Dead milk time,1.0,Primiparous
29404,18584,1,10,Astronaut 110,Connection time,1.0,Primiparous
29406,18584,1,10,Astronaut 111,Connection time,1.0,Primiparous
29409,18584,1,11,Astronaut 110,Connection time,1.0,Primiparous
29414,18584,1,13,Astronaut 110,Connection time,1.0,Primiparous
29418,18584,1,14,Astronaut 110,Connection time,1.0,Primiparous
29422,18584,1,15,Astronaut 110,Connection time,2.0,Primiparous
29424,18584,1,15,Astronaut 111,Connection time,2.0,Primiparous
29427,18584,1,16,Astronaut 110,Connection time,3.0,Primiparous
29430,18584,1,16,Astronaut 112,Connection time,1.0,Primiparous
29432,18584,1,17,Astronaut 110,Connection time,3.0,Primiparous
29434,18584,1,17,Astronaut 111,Connection time,1.0,Primiparous
29437,18584,1,18,Astronaut 110,Connection time,1.0,Primiparous
29440,18584,1,19,Astronaut 110,Connection time,1.0,Primiparous
29444,18584,1,20,Astronaut 110,Connection time,3.0,Primiparous
29446,18584,1,20,Astronaut 112,Connection time,1.0,Primiparous
29448,18584,1,21,Astronaut 110,Connection time,2.0,Primiparous
29450,18584,1,21,Astronaut 112,Connection time,5.0,Primiparous
29452,18584,1,22,Astronaut 110,Connection time,6.0,Primiparous
29454,18584,1,22,Astronaut 111,Connection time,1.0,Primiparous
29455,18584,1,22,Astronaut 112,Connection time,1.0,Primiparous
29457,18584,1,23,Astronaut 110,Connection time,2.0,Primiparous
29459,18584,1,23,Astronaut 111,Connection time,1.0,Primiparous
29462,18584,1,24,Astronaut 110,Connection time,6.0,Primiparous
29465,18584,1,25,Astronaut 110,Connection time,1.0,Primiparous
29467,18584,1,25,Astronaut 111,Connection time,6.0,Primiparous
29469,18584,1,25,Astronaut 112,Connection time,2.0,Primiparous
29471,18584,1,26,Astronaut 110,Connection time,5.0,Primiparous
29473,18584,1,26,Astronaut 111,Connection time,4.0,Primiparous
29475,18584,1,26,Astronaut 112,Connection time,4.0,Primiparous
29478,18584,1,27,Astronaut 112,Connection time,3.0,Primiparous
29480,18584,1,31,Astronaut 110,Connection time,1.0,Primiparous
29482,18584,1,31,Astronaut 111,Connection time,4.0,Primiparous
29484,18584,1,31,Astronaut 112,Connection time,1.0,Primiparous
29486,18584,1,32,Astronaut 110,Connection time,1.0,Primiparous
29488,18584,1,32,Astronaut 111,Connection time,8.0,Primiparous
29490,18584,1,32,Astronaut 112,Connection time,1.0,Primiparous
29493,18584,1,33,Astronaut 111,Connection time,1.0,Primiparous
29496,18584,1,34,Astronaut 110,Connection time,1.0,Primiparous
29498,18584,1,34,Astronaut 111,Connection time,5.0,Primiparous
29501,18584,1,35,Astronaut 110,Connection time,1.0,Primiparous
29503,18584,1,35,Astronaut 111,Connection time,5.0,Primiparous
29506,18584,1,36,Astronaut 110,Connection time,1.0,Primiparous
29508,18584,1,36,Astronaut 111,Connection time,2.0,Primiparous
29512,18584,1,37,Astronaut 111,Connection time,1.0,Primiparous
29515,18584,1,38,Astronaut 111,Connection time,7.0,Primiparous
29518,18584,1,39,Astronaut 111,Connection time,3.0,Primiparous
29523,18584,1,41,Astronaut 111,Connection time,2.0,Primiparous
29525,18584,1,42,Astronaut 110,Connection time,1.0,Primiparous
29530,18584,1,43,Astronaut 111,Connection time,1.0,Primiparous
29534,18584,1,44,Astronaut 111,Connection time,2.0,Primiparous
29557,18584,2,2,Astronaut 118,Connection time,1.0,Multiparous
29620,18584,2,25,Astronaut 116,Dead milk time,1.0,Multiparous
29623,18584,2,25,Astronaut 118,Connection time,1.0,Multiparous
29637,18584,2,30,Astronaut 116,Automatic robot stop,1.0,Multiparous
29706,18584,3,3,Astronaut 110,Dead milk time,1.0,Multiparous
29713,18584,3,5,Astronaut 110,Connection time,1.0,Multiparous
29725,18584,3,9,Astronaut 110,Dead milk time,1.0,Multiparous
29762,18584,3,21,Astronaut 110,Dead milk time,1.0,Multiparous
29773,18584,3,24,Astronaut 111,Connection attempt,1.0,Multiparous
29816,18586,1,6,Astronaut 115,Connection attempt,1.0,Primiparous
29831,18586,1,13,Astronaut 114,Connection attempt,1.0,Primiparous
29845,18586,2,3,Astronaut 101,Connection attempt,1.0,Multiparous
29847,18586,2,3,Astronaut 102,Connection attempt,1.0,Multiparous
29849,18586,2,3,Astronaut 103,Connection attempt,2.0,Multiparous
29852,18586,2,4,Astronaut 103,Connection attempt,3.0,Multiparous
29963,18586,2,44,Astronaut 103,Connection attempt,1.0,Multiparous
29970,18586,3,2,Astronaut 113,Connection attempt,1.0,Multiparous
29974,18586,3,3,Astronaut 113,Connection attempt,2.0,Multiparous
29986,18586,3,6,Astronaut 115,Connection attempt,1.0,Multiparous
29989,18586,3,7,Astronaut 114,Automatic robot stop,1.0,Multiparous
29994,18586,3,8,Astronaut 115,Connection attempt,1.0,Multiparous
30106,18616,1,14,Astronaut 111,Stopped by user,1.0,Primiparous
30140,18616,1,32,Astronaut 110,Automatic robot stop,1.0,Primiparous
30209,18616,2,10,Astronaut 103,Dead milk time,1.0,Multiparous
30213,18616,2,11,Astronaut 103,Dead milk time,1.0,Multiparous
30261,18616,2,27,Astronaut 103,Dead milk time,1.0,Multiparous
30263,18616,2,28,Astronaut 101,Connection attempt,1.0,Multiparous
30265,18616,2,28,Astronaut 102,Dead milk time,1.0,Multiparous
30288,18616,2,35,Astronaut 103,Connection attempt,1.0,Multiparous
30289,18616,2,35,Astronaut 103,Dead milk time,3.0,Multiparous
30292,18616,2,36,Astronaut 103,Dead milk time,2.0,Multiparous
30296,18616,2,37,Astronaut 114,Dead milk time,1.0,Multiparous
30300,18616,2,38,Astronaut 114,Dead milk time,1.0,Multiparous
30304,18616,2,39,Astronaut 114,Dead milk time,1.0,Multiparous
30307,18616,2,40,Astronaut 113,Connection time,1.0,Multiparous
30309,18616,2,40,Astronaut 114,Dead milk time,5.0,Multiparous
30313,18616,2,41,Astronaut 114,Dead milk time,4.0,Multiparous
30317,18616,2,42,Astronaut 114,Dead milk time,2.0,Multiparous
30442,18619,1,6,Astronaut 115,Stopped by user,1.0,Primiparous
30449,18619,1,9,Astronaut 115,Stopped by user,2.0,Primiparous
30461,18619,1,15,Astronaut 113,Dead milk time,1.0,Primiparous
30470,18619,1,19,Astronaut 115,Dead milk time,1.0,Primiparous
30493,18619,1,28,Astronaut 113,Connection time,1.0,Primiparous
30545,18619,3,20,Astronaut 101,Dead milk time,1.0,Multiparous
30555,18619,3,23,Astronaut 101,Dead milk time,1.0,Multiparous
30569,18619,3,27,Astronaut 102,Automatic robot stop,1.0,Multiparous
30660,18633,1,12,Astronaut 112,Connection time,1.0,Primiparous
30734,18633,1,40,Astronaut 111,Connection attempt,1.0,Primiparous
30750,18633,1,45,Astronaut 111,Automatic robot stop,1.0,Primiparous
30760,18633,2,2,Astronaut 104,Connection time,1.0,Multiparous
30814,18633,2,19,Astronaut 106,Dead milk time,1.0,Multiparous
30819,18633,2,21,Astronaut 104,Dead milk time,1.0,Multiparous
30821,18633,2,21,Astronaut 105,Automatic robot stop,1.0,Multiparous
30838,18633,2,26,Astronaut 106,Dead milk time,1.0,Multiparous
30866,18633,2,35,Astronaut 106,Dead milk time,1.0,Multiparous
30876,18633,2,38,Astronaut 106,Dead milk time,1.0,Multiparous
30935,18633,3,17,Astronaut 109,Connection attempt,1.0,Multiparous
30948,18633,3,21,Astronaut 109,Dead milk time,1.0,Multiparous
30982,18633,3,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
31015,18633,3,43,Astronaut 108,Dead milk time,2.0,Multiparous
31032,18636,3,10,Astronaut 112,Connection attempt,1.0,Multiparous
31111,18636,3,45,Astronaut 111,Automatic robot stop,1.0,Multiparous
31118,18645,1,3,Astronaut 112,Connection attempt,1.0,Primiparous
31141,18645,1,14,Astronaut 110,Dead milk time,1.0,Primiparous
31158,18645,1,21,Astronaut 111,Connection attempt,1.0,Primiparous
31175,18645,1,32,Astronaut 110,Dead milk time,1.0,Primiparous
31177,18645,1,32,Astronaut 111,Dead milk time,1.0,Primiparous
31179,18645,1,33,Astronaut 110,Connection attempt,1.0,Primiparous
31194,18645,1,38,Astronaut 110,Connection time,1.0,Primiparous
31196,18645,1,38,Astronaut 111,Dead milk time,1.0,Primiparous
31204,18645,1,42,Astronaut 110,Connection time,1.0,Primiparous
31207,18645,1,42,Astronaut 112,Dead milk time,1.0,Primiparous
31243,18645,2,22,Astronaut 101,Connection time,1.0,Multiparous
31258,18645,2,36,Astronaut 101,Connection time,1.0,Multiparous
31262,18645,2,39,Astronaut 101,Connection attempt,1.0,Multiparous
31268,18645,3,3,Astronaut 107,Dead milk time,1.0,Multiparous
31279,18645,3,13,Astronaut 107,Automatic robot stop,1.0,Multiparous
31300,18645,3,33,Astronaut 107,Connection time,1.0,Multiparous
31302,18645,3,34,Astronaut 107,Connection time,1.0,Multiparous
31335,18678,1,18,Astronaut 112,Connection time,1.0,Primiparous
31450,18679,1,10,Astronaut 108,Connection attempt,2.0,Primiparous
31452,18679,1,10,Astronaut 109,Connection attempt,1.0,Primiparous
31455,18679,1,11,Astronaut 108,Connection attempt,1.0,Primiparous
31457,18679,1,11,Astronaut 109,Connection attempt,2.0,Primiparous
31460,18679,1,12,Astronaut 108,Connection attempt,2.0,Primiparous
31462,18679,1,12,Astronaut 109,Connection attempt,5.0,Primiparous
31465,18679,1,13,Astronaut 108,Connection time,1.0,Primiparous
31467,18679,1,13,Astronaut 109,Connection attempt,2.0,Primiparous
31470,18679,1,14,Astronaut 109,Connection attempt,4.0,Primiparous
31485,18679,1,22,Astronaut 109,Connection attempt,1.0,Primiparous
31531,18679,1,38,Astronaut 109,Dead milk time,1.0,Primiparous
31545,18679,1,44,Astronaut 108,Dead milk time,1.0,Primiparous
31556,18679,1,48,Astronaut 108,Connection attempt,1.0,Primiparous
31578,18679,2,4,Astronaut 116,Automatic robot stop,1.0,Multiparous
31612,18679,2,15,Astronaut 116,Automatic robot stop,1.0,Multiparous
31636,18679,2,22,Astronaut 118,Dead milk time,1.0,Multiparous
31652,18679,2,27,Astronaut 118,Dead milk time,1.0,Multiparous
31676,18679,2,34,Astronaut 112,Dead milk time,3.0,Multiparous
31683,18679,2,36,Astronaut 112,Dead milk time,2.0,Multiparous
31687,18679,2,37,Astronaut 112,Dead milk time,1.0,Multiparous
31697,18679,2,40,Astronaut 112,Dead milk time,1.0,Multiparous
31712,18679,3,3,Astronaut 116,Automatic robot stop,1.0,Multiparous
31803,18682,2,4,Astronaut 101,Connection attempt,1.0,Multiparous
31810,18682,2,7,Astronaut 103,Dead milk time,1.0,Multiparous
31820,18682,2,11,Astronaut 103,Connection time,1.0,Multiparous
31825,18682,2,13,Astronaut 103,Connection attempt,1.0,Multiparous
31828,18682,2,14,Astronaut 103,Connection attempt,1.0,Multiparous
31831,18682,2,15,Astronaut 103,Connection attempt,1.0,Multiparous
31837,18682,2,17,Astronaut 103,Connection attempt,1.0,Multiparous
31840,18682,2,18,Astronaut 103,Connection attempt,1.0,Multiparous
31852,18682,2,23,Astronaut 102,Connection attempt,1.0,Multiparous
31944,18682,3,22,Astronaut 112,Connection time,2.0,Multiparous
31948,18682,3,23,Astronaut 112,Connection time,2.0,Multiparous
31951,18682,3,24,Astronaut 112,Connection attempt,1.0,Multiparous
31953,18682,3,25,Astronaut 110,Automatic robot stop,1.0,Multiparous
31962,18682,3,28,Astronaut 110,Connection attempt,1.0,Multiparous
32018,18704,3,14,Astronaut 115,Connection attempt,1.0,Multiparous
32063,18704,3,30,Astronaut 114,Automatic robot stop,1.0,Multiparous
32146,18706,1,34,Astronaut 115,Automatic robot stop,1.0,Primiparous
32147,18706,1,34,Astronaut 115,Dead milk time,1.0,Primiparous
32152,18706,1,36,Astronaut 115,Dead milk time,1.0,Primiparous
32252,18706,2,48,Astronaut 109,Automatic robot stop,1.0,Multiparous
32276,18706,3,6,Astronaut 118,Dead milk time,2.0,Multiparous
32352,18717,2,10,Astronaut 105,Dead milk time,1.0,Multiparous
32490,18717,3,15,Astronaut 108,Automatic robot stop,1.0,Multiparous
32530,18717,3,29,Astronaut 108,Dead milk time,1.0,Multiparous
32587,18747,3,6,Astronaut 118,Dead milk time,1.0,Multiparous
32616,18747,3,16,Astronaut 116,Automatic robot stop,1.0,Multiparous
