,Animal Number,gestation,months,weeks,correct_pen,Device Name,visit_results_new,failed_count,parity
32821,18562,3,3,9,35,Astronaut 116,Dead milk time,1.0,Multiparous
32823,18562,3,3,9,35,Astronaut 117,Dead milk time,1.0,Multiparous
32839,18562,3,4,13,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
32858,18562,3,5,18,35,Astronaut 117,Connection attempt,1.0,Multiparous
32860,18562,3,5,18,35,Astronaut 118,Dead milk time,1.0,Multiparous
32870,18562,3,6,21,35,Astronaut 116,Automatic robot stop,1.0,Multiparous
32925,18562,3,9,37,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
32931,18562,3,10,39,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
32944,18562,3,11,44,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
32986,18566,3,2,4,33,Astronaut 112,Connection attempt,1.0,Multiparous
33011,18570,3,2,4,32,Astronaut 109,Connection attempt,2.0,Multiparous
33014,18570,3,2,5,32,Astronaut 108,Other,1.0,Multiparous
33016,18570,3,2,5,32,Astronaut 109,Connection attempt,2.0,Multiparous
33017,18570,3,2,5,32,Astronaut 109,Connection time,2.0,Multiparous
33020,18570,3,2,6,32,Astronaut 108,Automatic robot stop,1.0,Multiparous
33021,18570,3,2,6,32,Astronaut 108,Connection time,1.0,Multiparous
33023,18570,3,2,6,32,Astronaut 109,Connection attempt,1.0,Multiparous
33024,18570,3,2,6,32,Astronaut 109,Connection time,2.0,Multiparous
33035,18570,3,3,10,32,Astronaut 108,Connection time,2.0,Multiparous
33037,18570,3,3,10,32,Astronaut 109,Connection attempt,2.0,Multiparous
33041,18570,3,3,12,32,Astronaut 107,Connection attempt,1.0,Multiparous
33046,18570,3,4,12,32,Astronaut 108,Connection time,1.0,Multiparous
33048,18570,3,4,12,32,Astronaut 109,Connection time,1.0,Multiparous
33051,18570,3,4,13,32,Astronaut 108,Connection time,1.0,Multiparous
33053,18570,3,4,13,32,Astronaut 109,Connection time,1.0,Multiparous
33055,18570,3,4,14,32,Astronaut 107,Connection time,3.0,Multiparous
33057,18570,3,4,14,32,Astronaut 108,Connection time,1.0,Multiparous
33059,18570,3,4,14,32,Astronaut 109,Connection attempt,1.0,Multiparous
33066,18570,3,5,16,32,Astronaut 109,Connection time,1.0,Multiparous
33069,18570,3,5,17,32,Astronaut 109,Connection time,1.0,Multiparous
33071,18570,3,5,18,32,Astronaut 107,Connection time,1.0,Multiparous
33072,18570,3,5,18,32,Astronaut 108,Connection attempt,1.0,Multiparous
33075,18570,3,5,19,32,Astronaut 107,Connection attempt,1.0,Multiparous
33077,18570,3,5,19,32,Astronaut 108,Connection attempt,2.0,Multiparous
33079,18570,3,5,19,32,Astronaut 109,Connection time,1.0,Multiparous
33083,18570,3,5,20,32,Astronaut 109,Connection attempt,1.0,Multiparous
33084,18570,3,5,20,32,Astronaut 109,Connection time,1.0,Multiparous
33089,18570,3,6,21,32,Astronaut 109,Connection time,1.0,Multiparous
33091,18570,3,6,22,32,Astronaut 107,Connection attempt,1.0,Multiparous
33094,18570,3,6,22,32,Astronaut 109,Connection attempt,1.0,Multiparous
33096,18570,3,6,23,32,Astronaut 107,Connection attempt,9.0,Multiparous
33097,18570,3,6,23,32,Astronaut 107,Connection time,4.0,Multiparous
33104,18570,3,7,25,32,Astronaut 107,Connection time,3.0,Multiparous
33106,18570,3,7,25,32,Astronaut 108,Connection time,4.0,Multiparous
33107,18570,3,7,25,32,Astronaut 109,Connection attempt,1.0,Multiparous
33108,18570,3,7,25,32,Astronaut 109,Connection time,2.0,Multiparous
33170,18578,1,6,21,30,Astronaut 103,Connection attempt,1.0,Primiparous
33202,18578,1,8,31,30,Astronaut 103,Connection attempt,1.0,Primiparous
33209,18578,1,9,33,30,Astronaut 103,Connection attempt,1.0,Primiparous
33215,18578,1,9,35,30,Astronaut 103,Connection attempt,3.0,Primiparous
33239,18578,3,1,2,34,Astronaut 114,Connection time,2.0,Multiparous
33288,18578,3,4,15,34,Astronaut 114,Dead milk time,1.0,Multiparous
33305,18578,3,5,20,34,Astronaut 113,Connection attempt,2.0,Multiparous
33377,18578,3,10,41,34,Astronaut 113,Dead milk time,1.0,Multiparous
33384,18578,3,11,42,34,Astronaut 114,Dead milk time,1.0,Multiparous
33386,18578,3,11,42,34,Astronaut 115,Dead milk time,1.0,Multiparous
33391,18578,3,11,44,34,Astronaut 114,Dead milk time,1.0,Multiparous
33395,18578,3,11,45,34,Astronaut 114,Dead milk time,1.0,Multiparous
33397,18578,3,11,45,34,Astronaut 115,Dead milk time,1.0,Multiparous
33400,18578,3,11,46,34,Astronaut 114,Dead milk time,1.0,Multiparous
33402,18578,3,11,46,34,Astronaut 115,Dead milk time,1.0,Multiparous
33408,18584,1,2,4,33,Astronaut 110,Connection time,1.0,Primiparous
33412,18584,1,2,5,33,Astronaut 110,Connection time,3.0,Primiparous
33414,18584,1,2,5,33,Astronaut 111,Connection time,1.0,Primiparous
33416,18584,1,2,5,33,Astronaut 112,Connection time,1.0,Primiparous
33418,18584,1,2,6,33,Astronaut 110,Connection time,1.0,Primiparous
33420,18584,1,2,6,33,Astronaut 111,Connection time,3.0,Primiparous
33427,18584,1,3,8,33,Astronaut 110,Connection time,1.0,Primiparous
33429,18584,1,3,8,33,Astronaut 111,Connection time,2.0,Primiparous
33432,18584,1,3,9,33,Astronaut 110,Connection time,4.0,Primiparous
33434,18584,1,3,9,33,Astronaut 111,Connection time,3.0,Primiparous
33435,18584,1,3,9,33,Astronaut 112,Dead milk time,1.0,Primiparous
33437,18584,1,3,10,33,Astronaut 110,Connection time,1.0,Primiparous
33439,18584,1,3,10,33,Astronaut 111,Connection time,1.0,Primiparous
33442,18584,1,3,11,33,Astronaut 110,Connection time,1.0,Primiparous
33448,18584,1,4,13,33,Astronaut 110,Connection time,1.0,Primiparous
33452,18584,1,4,14,33,Astronaut 110,Connection time,1.0,Primiparous
33456,18584,1,4,15,33,Astronaut 110,Connection time,2.0,Primiparous
33458,18584,1,4,15,33,Astronaut 111,Connection time,2.0,Primiparous
33461,18584,1,4,16,33,Astronaut 110,Connection time,2.0,Primiparous
33464,18584,1,4,16,33,Astronaut 112,Connection time,1.0,Primiparous
33466,18584,1,5,16,33,Astronaut 110,Connection time,1.0,Primiparous
33470,18584,1,5,17,33,Astronaut 110,Connection time,3.0,Primiparous
33472,18584,1,5,17,33,Astronaut 111,Connection time,1.0,Primiparous
33475,18584,1,5,18,33,Astronaut 110,Connection time,1.0,Primiparous
33478,18584,1,5,19,33,Astronaut 110,Connection time,1.0,Primiparous
33482,18584,1,5,20,33,Astronaut 110,Connection time,2.0,Primiparous
33484,18584,1,5,20,33,Astronaut 112,Connection time,1.0,Primiparous
33486,18584,1,6,20,33,Astronaut 110,Connection time,1.0,Primiparous
33489,18584,1,6,21,33,Astronaut 110,Connection time,2.0,Primiparous
33491,18584,1,6,21,33,Astronaut 112,Connection time,5.0,Primiparous
33493,18584,1,6,22,33,Astronaut 110,Connection time,6.0,Primiparous
33495,18584,1,6,22,33,Astronaut 111,Connection time,1.0,Primiparous
33496,18584,1,6,22,33,Astronaut 112,Connection time,1.0,Primiparous
33498,18584,1,6,23,33,Astronaut 110,Connection time,2.0,Primiparous
33500,18584,1,6,23,33,Astronaut 111,Connection time,1.0,Primiparous
33503,18584,1,6,24,33,Astronaut 110,Connection time,6.0,Primiparous
33506,18584,1,7,25,33,Astronaut 110,Connection time,1.0,Primiparous
33508,18584,1,7,25,33,Astronaut 111,Connection time,6.0,Primiparous
33510,18584,1,7,25,33,Astronaut 112,Connection time,2.0,Primiparous
33512,18584,1,7,26,33,Astronaut 110,Connection time,5.0,Primiparous
33514,18584,1,7,26,33,Astronaut 111,Connection time,4.0,Primiparous
33516,18584,1,7,26,33,Astronaut 112,Connection time,4.0,Primiparous
33519,18584,1,7,27,33,Astronaut 112,Connection time,3.0,Primiparous
33521,18584,1,8,31,33,Astronaut 110,Connection time,1.0,Primiparous
33523,18584,1,8,31,33,Astronaut 111,Connection time,4.0,Primiparous
33525,18584,1,8,31,33,Astronaut 112,Connection time,1.0,Primiparous
33527,18584,1,8,32,33,Astronaut 110,Connection time,1.0,Primiparous
33529,18584,1,8,32,33,Astronaut 111,Connection time,8.0,Primiparous
33531,18584,1,8,32,33,Astronaut 112,Connection time,1.0,Primiparous
33534,18584,1,8,33,33,Astronaut 111,Connection time,1.0,Primiparous
33539,18584,1,9,34,33,Astronaut 110,Connection time,1.0,Primiparous
33541,18584,1,9,34,33,Astronaut 111,Connection time,5.0,Primiparous
33544,18584,1,9,35,33,Astronaut 110,Connection time,1.0,Primiparous
33546,18584,1,9,35,33,Astronaut 111,Connection time,5.0,Primiparous
33549,18584,1,9,36,33,Astronaut 110,Connection time,1.0,Primiparous
33551,18584,1,9,36,33,Astronaut 111,Connection time,2.0,Primiparous
33555,18584,1,9,37,33,Astronaut 111,Connection time,1.0,Primiparous
33558,18584,1,10,38,33,Astronaut 111,Connection time,7.0,Primiparous
33561,18584,1,10,39,33,Astronaut 111,Connection time,3.0,Primiparous
33566,18584,1,10,41,33,Astronaut 111,Connection time,2.0,Primiparous
33569,18584,1,11,42,33,Astronaut 110,Connection time,1.0,Primiparous
33574,18584,1,11,43,33,Astronaut 111,Connection time,1.0,Primiparous
33578,18584,1,11,44,33,Astronaut 111,Connection time,2.0,Primiparous
33603,18584,2,1,2,35,Astronaut 118,Connection time,1.0,Multiparous
33677,18584,2,7,25,35,Astronaut 116,Dead milk time,1.0,Multiparous
33680,18584,2,7,25,35,Astronaut 118,Connection time,1.0,Multiparous
33695,18584,2,8,30,35,Astronaut 116,Automatic robot stop,1.0,Multiparous
33774,18584,3,1,3,33,Astronaut 110,Dead milk time,1.0,Multiparous
33784,18584,3,2,5,33,Astronaut 110,Connection time,1.0,Multiparous
33798,18584,3,3,9,33,Astronaut 110,Dead milk time,1.0,Multiparous
33843,18584,3,6,21,33,Astronaut 110,Dead milk time,1.0,Multiparous
33854,18584,3,6,24,33,Astronaut 111,Connection attempt,1.0,Multiparous
33902,18586,1,2,6,34,Astronaut 115,Connection attempt,1.0,Primiparous
33919,18586,1,4,13,34,Astronaut 114,Connection attempt,1.0,Primiparous
33937,18586,2,1,3,30,Astronaut 103,Connection attempt,1.0,Multiparous
33938,18586,2,2,3,30,Astronaut 101,Connection attempt,1.0,Multiparous
33940,18586,2,2,3,30,Astronaut 102,Connection attempt,1.0,Multiparous
33942,18586,2,2,3,30,Astronaut 103,Connection attempt,1.0,Multiparous
33945,18586,2,2,4,30,Astronaut 103,Connection attempt,3.0,Multiparous
34069,18586,2,11,44,30,Astronaut 103,Connection attempt,1.0,Multiparous
34076,18586,3,1,2,34,Astronaut 113,Connection attempt,1.0,Multiparous
34080,18586,3,1,3,34,Astronaut 113,Connection attempt,2.0,Multiparous
34094,18586,3,2,6,34,Astronaut 115,Connection attempt,1.0,Multiparous
34097,18586,3,2,7,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
34103,18586,3,3,8,34,Astronaut 115,Connection attempt,1.0,Multiparous
34228,18616,1,4,14,33,Astronaut 111,Stopped by user,1.0,Primiparous
34265,18616,1,8,32,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
34341,18616,2,3,10,30,Astronaut 103,Dead milk time,1.0,Multiparous
34345,18616,2,3,11,30,Astronaut 103,Dead milk time,1.0,Multiparous
34401,18616,2,7,27,30,Astronaut 103,Dead milk time,1.0,Multiparous
34403,18616,2,7,28,30,Astronaut 101,Connection attempt,1.0,Multiparous
34405,18616,2,7,28,30,Astronaut 102,Dead milk time,1.0,Multiparous
34434,18616,2,9,35,30,Astronaut 103,Connection attempt,1.0,Multiparous
34435,18616,2,9,35,30,Astronaut 103,Dead milk time,3.0,Multiparous
34438,18616,2,9,36,30,Astronaut 103,Dead milk time,2.0,Multiparous
34442,18616,2,9,37,34,Astronaut 114,Dead milk time,1.0,Multiparous
34446,18616,2,10,38,34,Astronaut 114,Dead milk time,1.0,Multiparous
34450,18616,2,10,39,34,Astronaut 114,Dead milk time,1.0,Multiparous
34453,18616,2,10,40,34,Astronaut 113,Connection time,1.0,Multiparous
34455,18616,2,10,40,34,Astronaut 114,Dead milk time,5.0,Multiparous
34459,18616,2,10,41,34,Astronaut 114,Dead milk time,4.0,Multiparous
34465,18616,2,11,42,34,Astronaut 114,Dead milk time,2.0,Multiparous
34604,18619,1,2,6,34,Astronaut 115,Stopped by user,1.0,Primiparous
34612,18619,1,3,9,34,Astronaut 115,Stopped by user,2.0,Primiparous
34625,18619,1,4,15,34,Astronaut 113,Dead milk time,1.0,Primiparous
34636,18619,1,5,19,34,Astronaut 115,Dead milk time,1.0,Primiparous
34660,18619,1,7,28,34,Astronaut 113,Connection time,1.0,Primiparous
34723,18619,3,6,20,30,Astronaut 101,Dead milk time,1.0,Multiparous
34732,18619,3,6,23,30,Astronaut 101,Dead milk time,1.0,Multiparous
34746,18619,3,7,27,30,Astronaut 102,Automatic robot stop,1.0,Multiparous
34854,18633,1,4,12,33,Astronaut 112,Connection time,1.0,Primiparous
34935,18633,1,10,40,33,Astronaut 111,Connection attempt,1.0,Primiparous
34953,18633,1,11,45,33,Astronaut 111,Automatic robot stop,1.0,Primiparous
34966,18633,2,1,2,31,Astronaut 104,Connection time,1.0,Multiparous
35031,18633,2,5,19,31,Astronaut 106,Dead milk time,1.0,Multiparous
35039,18633,2,6,21,31,Astronaut 104,Dead milk time,1.0,Multiparous
35041,18633,2,6,21,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
35058,18633,2,7,26,31,Astronaut 106,Dead milk time,1.0,Multiparous
35092,18633,2,9,35,31,Astronaut 106,Dead milk time,1.0,Multiparous
35102,18633,2,10,38,31,Astronaut 106,Dead milk time,1.0,Multiparous
35172,18633,3,5,17,32,Astronaut 109,Connection attempt,1.0,Multiparous
35188,18633,3,6,21,32,Astronaut 109,Dead milk time,1.0,Multiparous
35225,18633,3,8,32,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
35263,18633,3,11,43,32,Astronaut 108,Dead milk time,2.0,Multiparous
35283,18636,3,3,10,33,Astronaut 112,Connection attempt,1.0,Multiparous
35372,18636,3,11,45,33,Astronaut 111,Automatic robot stop,1.0,Multiparous
35382,18645,1,2,3,33,Astronaut 112,Connection attempt,1.0,Primiparous
35408,18645,1,4,14,33,Astronaut 110,Dead milk time,1.0,Primiparous
35429,18645,1,6,21,33,Astronaut 111,Connection attempt,1.0,Primiparous
35446,18645,1,8,32,33,Astronaut 110,Dead milk time,1.0,Primiparous
35448,18645,1,8,32,33,Astronaut 111,Dead milk time,1.0,Primiparous
35450,18645,1,8,33,33,Astronaut 110,Connection attempt,1.0,Primiparous
35468,18645,1,10,38,33,Astronaut 110,Connection time,1.0,Primiparous
35470,18645,1,10,38,33,Astronaut 111,Dead milk time,1.0,Primiparous
35480,18645,1,11,42,33,Astronaut 110,Connection time,1.0,Primiparous
35483,18645,1,11,42,33,Astronaut 112,Dead milk time,1.0,Primiparous
35526,18645,2,6,22,30,Astronaut 101,Connection time,1.0,Multiparous
35543,18645,2,9,36,30,Astronaut 101,Connection time,1.0,Multiparous
35547,18645,2,10,39,30,Astronaut 101,Connection attempt,1.0,Multiparous
35553,18645,3,1,3,32,Astronaut 107,Dead milk time,1.0,Multiparous
35567,18645,3,4,13,32,Astronaut 107,Automatic robot stop,1.0,Multiparous
35592,18645,3,9,33,32,Astronaut 107,Connection time,1.0,Multiparous
35594,18645,3,9,34,32,Astronaut 107,Connection time,1.0,Multiparous
35632,18678,1,5,18,33,Astronaut 112,Connection time,1.0,Primiparous
35761,18679,1,3,10,32,Astronaut 108,Connection attempt,2.0,Primiparous
35763,18679,1,3,10,32,Astronaut 109,Connection attempt,1.0,Primiparous
35766,18679,1,3,11,32,Astronaut 108,Connection attempt,1.0,Primiparous
35768,18679,1,3,11,32,Astronaut 109,Connection attempt,2.0,Primiparous
35771,18679,1,3,12,32,Astronaut 108,Connection attempt,1.0,Primiparous
35773,18679,1,3,12,32,Astronaut 109,Connection attempt,2.0,Primiparous
35775,18679,1,4,12,32,Astronaut 108,Connection attempt,1.0,Primiparous
35777,18679,1,4,12,32,Astronaut 109,Connection attempt,3.0,Primiparous
35780,18679,1,4,13,32,Astronaut 108,Connection time,1.0,Primiparous
35782,18679,1,4,13,32,Astronaut 109,Connection attempt,2.0,Primiparous
35785,18679,1,4,14,32,Astronaut 109,Connection attempt,4.0,Primiparous
35802,18679,1,6,22,32,Astronaut 109,Connection attempt,1.0,Primiparous
35853,18679,1,10,38,32,Astronaut 109,Dead milk time,1.0,Primiparous
35868,18679,1,11,44,32,Astronaut 108,Dead milk time,1.0,Primiparous
35882,18679,1,12,48,32,Astronaut 108,Connection attempt,1.0,Primiparous
35910,18679,2,2,4,35,Astronaut 116,Automatic robot stop,1.0,Multiparous
35949,18679,2,4,15,35,Astronaut 116,Automatic robot stop,1.0,Multiparous
35978,18679,2,6,22,35,Astronaut 118,Dead milk time,1.0,Multiparous
35994,18679,2,7,27,35,Astronaut 118,Dead milk time,1.0,Multiparous
36024,18679,2,9,34,33,Astronaut 112,Dead milk time,3.0,Multiparous
36031,18679,2,9,36,33,Astronaut 112,Dead milk time,2.0,Multiparous
36035,18679,2,9,37,33,Astronaut 112,Dead milk time,1.0,Multiparous
36045,18679,2,10,40,33,Astronaut 112,Dead milk time,1.0,Multiparous
36064,18679,3,2,3,35,Astronaut 116,Automatic robot stop,1.0,Multiparous
36170,18682,2,2,4,30,Astronaut 101,Connection attempt,1.0,Multiparous
36177,18682,2,2,7,30,Astronaut 103,Dead milk time,1.0,Multiparous
36188,18682,2,3,11,30,Astronaut 103,Connection time,1.0,Multiparous
36194,18682,2,4,13,30,Astronaut 103,Connection attempt,1.0,Multiparous
36197,18682,2,4,14,30,Astronaut 103,Connection attempt,1.0,Multiparous
36200,18682,2,4,15,30,Astronaut 103,Connection attempt,1.0,Multiparous
36207,18682,2,5,17,30,Astronaut 103,Connection attempt,1.0,Multiparous
36210,18682,2,5,18,30,Astronaut 103,Connection attempt,1.0,Multiparous
36224,18682,2,6,23,30,Astronaut 102,Connection attempt,1.0,Multiparous
36328,18682,3,6,22,33,Astronaut 112,Connection time,2.0,Multiparous
36332,18682,3,6,23,33,Astronaut 112,Connection time,2.0,Multiparous
36335,18682,3,6,24,33,Astronaut 112,Connection attempt,1.0,Multiparous
36337,18682,3,7,25,33,Astronaut 110,Automatic robot stop,1.0,Multiparous
36346,18682,3,7,28,33,Astronaut 110,Connection attempt,1.0,Multiparous
36411,18704,3,4,14,34,Astronaut 115,Connection attempt,1.0,Multiparous
36463,18704,3,8,30,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
36557,18706,1,9,34,34,Astronaut 115,Automatic robot stop,1.0,Primiparous
36558,18706,1,9,34,34,Astronaut 115,Dead milk time,1.0,Primiparous
36563,18706,1,9,36,34,Astronaut 115,Dead milk time,1.0,Primiparous
36676,18706,2,12,48,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
36703,18706,3,2,6,35,Astronaut 118,Dead milk time,2.0,Multiparous
36792,18717,2,3,10,31,Astronaut 105,Dead milk time,1.0,Multiparous
36948,18717,3,4,15,32,Astronaut 108,Automatic robot stop,1.0,Multiparous
36991,18717,3,7,29,32,Astronaut 108,Dead milk time,1.0,Multiparous
37059,18747,3,2,6,35,Astronaut 118,Dead milk time,1.0,Multiparous
37094,18747,3,4,16,35,Astronaut 116,Automatic robot stop,1.0,Multiparous
37207,18749,1,3,8,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
37238,18749,1,5,16,33,Astronaut 112,Connection time,1.0,Primiparous
37287,18749,1,9,33,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
37336,18749,1,12,47,33,Astronaut 111,Automatic robot stop,1.0,Primiparous
37487,18749,2,10,41,31,Astronaut 104,Dead milk time,1.0,Multiparous
37555,18749,3,4,14,30,Astronaut 102,Dead milk time,1.0,Multiparous
37646,18762,2,8,30,35,Astronaut 118,Automatic robot stop,1.0,Multiparous
37664,18762,2,9,35,35,Astronaut 118,Connection time,1.0,Multiparous
37747,18762,2,15,61,35,Astronaut 116,Connection time,1.0,Multiparous
37748,18762,2,15,61,35,Astronaut 116,Dead milk time,2.0,Multiparous
37750,18762,2,15,61,35,Astronaut 117,Connection time,1.0,Multiparous
37752,18762,2,15,61,35,Astronaut 118,Connection time,3.0,Multiparous
37754,18762,2,15,62,35,Astronaut 116,Connection time,2.0,Multiparous
37755,18762,2,15,62,35,Astronaut 116,Dead milk time,2.0,Multiparous
37757,18762,2,15,62,35,Astronaut 117,Connection time,1.0,Multiparous
37758,18762,2,15,62,35,Astronaut 117,Dead milk time,3.0,Multiparous
37760,18762,2,15,62,35,Astronaut 118,Connection time,1.0,Multiparous
37761,18762,2,15,62,35,Astronaut 118,Dead milk time,1.0,Multiparous
37763,18762,2,15,63,35,Astronaut 116,Connection time,1.0,Multiparous
37764,18762,2,15,63,35,Astronaut 116,Dead milk time,2.0,Multiparous
37766,18762,2,15,63,35,Astronaut 118,Dead milk time,1.0,Multiparous
37949,18785,3,3,9,32,Astronaut 109,Dead milk time,1.0,Multiparous
38029,18785,3,8,33,32,Astronaut 109,Connection attempt,1.0,Multiparous
38085,18790,2,3,11,31,Astronaut 104,Connection time,1.0,Multiparous
38087,18790,2,3,11,31,Astronaut 105,Connection time,1.0,Multiparous
38088,18790,2,3,11,31,Astronaut 105,Dead milk time,1.0,Multiparous
38095,18790,2,4,13,31,Astronaut 104,Connection time,1.0,Multiparous
38097,18790,2,4,13,31,Astronaut 105,Dead milk time,1.0,Multiparous
38102,18790,2,4,15,31,Astronaut 104,Connection time,2.0,Multiparous
38104,18790,2,4,15,31,Astronaut 105,Dead milk time,3.0,Multiparous
38108,18790,2,4,16,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
38109,18790,2,4,16,31,Astronaut 105,Dead milk time,1.0,Multiparous
38111,18790,2,4,16,31,Astronaut 106,Connection time,1.0,Multiparous
38117,18790,2,5,17,31,Astronaut 106,Dead milk time,1.0,Multiparous
38121,18790,2,5,19,31,Astronaut 104,Dead milk time,1.0,Multiparous
38126,18790,2,5,20,31,Astronaut 105,Dead milk time,1.0,Multiparous
38132,18790,2,6,22,31,Astronaut 104,Connection time,1.0,Multiparous
38134,18790,2,6,22,31,Astronaut 105,Dead milk time,1.0,Multiparous
38141,18790,2,7,25,31,Astronaut 104,Dead milk time,1.0,Multiparous
